list_name;name;label_french;province;zonesante
fi3rk24;nations_unies;Nations Unies;;
fi3rk24;ong_internatio;ONG Internationale;;
fi3rk24;ong_nationale;ONG nationale;;
fi3rk24;mouvement_croi;Mouvement croix rouge;;
fi3rk24;gouvernement;Gouvernement;;
fi3rk24;autres;Autres;;
jr35f84;option_1;ECHO;;
jr35f84;option_2;CERF;;
jr35f84;option_3;UNICEF;;
jr35f84;option_4;UNHCR;;
jr35f84;option_5;UNHCR/CERF;;
jr35f84;pooled_fund;Fond Humanitaire;;
jr35f84;bprm;BPRM;;
jr35f84;usaid_ofda;USAID/OFDA;;
jr35f84;dfid;DFID (Royaume Uni);;
jr35f84;canada;Cooperation canadienne;;
jr35f84;autres;Autres;;
province;bas uele;Bas Uele;;
province;equateur;Equateur;;
province;haut katanga;Haut Katanga;;
province;haut lomami;Haut Lomami;;
province;haut uele;Haut Uele;;
province;ituri;Ituri;;
province;kasai;Kasai;;
province;kasai central;Kasai Central;;
province;kasai oriental;Kasai Oriental;;
province;kinshasa;Kinshasa;;
province;kongo central;Kongo Central;;
province;kwango;Kwango;;
province;kwilu;Kwilu;;
province;lomami;Lomami;;
province;lualaba;Lualaba;;
province;mai ndombe;Mai Ndombe;;
province;maniema;Maniema;;
province;mongala;Mongala;;
province;nord kivu;Nord Kivu;;
province;nord ubangi;Nord Ubangi;;
province;sankuru;Sankuru;;
province;sud kivu;Sud Kivu;;
province;sud ubangi;Sud Ubangi;;
province;tanganyika;Tanganyika;;
province;tshopo;Tshopo;;
province;tshuapa;Tshuapa;;
zonesante;aba;Aba;haut uele;
zonesante;abuzi;Abuzi;nord ubangi;
zonesante;adi;Adi;ituri;
zonesante;adja;Adja;ituri;
zonesante;aketi;Aketi;bas uele;
zonesante;alimbongo;Alimbongo;nord kivu;
zonesante;alunguli;Alunguli;maniema;
zonesante;ango;Ango;bas uele;
zonesante;angumu;Angumu;ituri;
zonesante;ankoro;Ankoro;tanganyika;
zonesante;ariwara;Ariwara;ituri;
zonesante;aru;Aru;ituri;
zonesante;aungba;Aungba;ituri;
zonesante;bafwagbogbo;Bafwagbogbo;tshopo;
zonesante;bafwasende;Bafwasende;tshopo;
zonesante;bagata;Bagata;kwilu;
zonesante;bagira;Bagira;sud kivu;
zonesante;baka;Baka;haut lomami;
zonesante;bambo;Bambo;nord kivu;
zonesante;bambu;Bambu;ituri;
zonesante;banalia;Banalia;tshopo;
zonesante;bandalungwa;Bandalungwa;kinshasa;
zonesante;bandundu;Bandundu;kwilu;
zonesante;banga lubaka;Banga Lubaka;kasai;
zonesante;bangabola;Bangabola;sud ubangi;
zonesante;banzow moke;Banzow Moke;mai ndombe;
zonesante;barumbu;Barumbu;kinshasa;
zonesante;basali;Basali;tshopo;
zonesante;basankusu;Basankusu;equateur;
zonesante;basoko;Basoko;tshopo;
zonesante;befale;Befale;tshuapa;
zonesante;bena dibele;Bena Dibele;sankuru;
zonesante;bena leka;Bena Leka;kasai central;
zonesante;bena tshadi;Bena Tshadi;kasai central;
zonesante;bengamisa;Bengamisa;tshopo;
zonesante;beni;Beni;nord kivu;
zonesante;bibanga;Bibanga;kasai oriental;
zonesante;biena;Biena;nord kivu;
zonesante;bikoro;Bikoro;equateur;
zonesante;bili;Bili;bas uele;
zonesante;bili;Bili;nord ubangi;
zonesante;bilomba;Bilomba;kasai central;
zonesante;binga;Binga;mongala;
zonesante;binza;Binza;nord kivu;
zonesante;binza meteo;Binza Meteo;kinshasa;
zonesante;binza ozone;Binza Ozone;kinshasa;
zonesante;bipemba;Bipemba;kasai oriental;
zonesante;birambizo;Birambizo;nord kivu;
zonesante;biringi;Biringi;ituri;
zonesante;biyela;Biyela;kinshasa;
zonesante;bobozo;Bobozo;kasai central;
zonesante;boende;Boende;tshuapa;
zonesante;boga;Boga;ituri;
zonesante;bogosenubea;Bogosenubea;sud ubangi;
zonesante;boko;Boko;kwango;
zonesante;boko kivulu;Boko Kivulu;kongo central;
zonesante;bokonzi;Bokonzi;sud ubangi;
zonesante;bokoro;Bokoro;mai ndombe;
zonesante;bokungu;Bokungu;tshuapa;
zonesante;bolenge;Bolenge;equateur;
zonesante;bolobo;Bolobo;mai ndombe;
zonesante;bolomba;Bolomba;equateur;
zonesante;boma;Boma;kongo central;
zonesante;boma bungu;Boma Bungu;kongo central;
zonesante;boma mangbetu;Boma Mangbetu;haut uele;
zonesante;bominenge;Bominenge;sud ubangi;
zonesante;bomongo;Bomongo;equateur;
zonesante;bondo;Bondo;bas uele;
zonesante;bongandanga;Bongandanga;mongala;
zonesante;bonzola;Bonzola;kasai oriental;
zonesante;boso manzi;Boso Manzi;mongala;
zonesante;boso mondanda;Boso Mondanda;mongala;
zonesante;bosobe;Bosobe;mai ndombe;
zonesante;bosobolo;Bosobolo;nord ubangi;
zonesante;bosondjo;Bosondjo;mongala;
zonesante;boto;Boto;sud ubangi;
zonesante;budjala;Budjala;sud ubangi;
zonesante;bukama;Bukama;haut lomami;
zonesante;bulape;Bulape;kasai;
zonesante;bulu;Bulu;sud ubangi;
zonesante;bulungu;Bulungu;kwilu;
zonesante;bumba;Bumba;mongala;
zonesante;bumbu;Bumbu;kinshasa;
zonesante;bunia;Bunia;ituri;
zonesante;bunkeya;Bunkeya;lualaba;
zonesante;bunkonde;Bunkonde;kasai central;
zonesante;bunyakiri;Bunyakiri;sud kivu;
zonesante;busanga;Busanga;tshuapa;
zonesante;businga;Businga;nord ubangi;
zonesante;buta;Buta;bas uele;
zonesante;butembo;Butembo;nord kivu;
zonesante;butumba;Butumba;haut lomami;
zonesante;bwamanda;Bwamanda;sud ubangi;
zonesante;cilundu;Cilundu;kasai oriental;
zonesante;citenge;Citenge;kasai oriental;
zonesante;damas;Damas;ituri;
zonesante;dekese;Dekese;kasai;
zonesante;demba;Demba;kasai central;
zonesante;dibaya;Dibaya;kasai central;
zonesante;dibindi;Dibindi;kasai oriental;
zonesante;dikungu;Dikungu;sankuru;
zonesante;dilala;Dilala;lualaba;
zonesante;dilolo;Dilolo;lualaba;
zonesante;diulu;Diulu;kasai oriental;
zonesante;djalo djeka;Djalo Djeka;sankuru;
zonesante;djolu;Djolu;tshuapa;
zonesante;djombo;Djombo;equateur;
zonesante;djuma;Djuma;kwilu;
zonesante;doruma;Doruma;haut uele;
zonesante;drodro;Drodro;ituri;
zonesante;dungu;Dungu;haut uele;
zonesante;faradje;Faradje;haut uele;
zonesante;fataki;Fataki;ituri;
zonesante;ferekeni;Ferekeni;maniema;
zonesante;feshi;Feshi;kwango;
zonesante;fizi;Fizi;sud kivu;
zonesante;fungurume;Fungurume;lualaba;
zonesante;ganga;Ganga;bas uele;
zonesante;gbadolite;Gbadolite;nord ubangi;
zonesante;gemena;Gemena;sud ubangi;
zonesante;gety;Gety;ituri;
zonesante;goma;Goma;nord kivu;
zonesante;gombari;Gombari;haut uele;
zonesante;gombe;Gombe;kinshasa;
zonesante;gombe matadi;Gombe Matadi;kongo central;
zonesante;gungu;Gungu;kwilu;
zonesante;haut plateau;Haut Plateau;sud kivu;
zonesante;ibanda;Ibanda;sud kivu;
zonesante;iboko;Iboko;equateur;
zonesante;idiofa;Idiofa;kwilu;
zonesante;idjwi;Idjwi;sud kivu;
zonesante;ikela;Ikela;tshuapa;
zonesante;ilebo;Ilebo;kasai;
zonesante;inga;Inga;kongo central;
zonesante;ingende;Ingende;equateur;
zonesante;inongo;Inongo;mai ndombe;
zonesante;ipamu;Ipamu;kwilu;
zonesante;irebu;Irebu;equateur;
zonesante;isangi;Isangi;tshopo;
zonesante;isiro;Isiro;haut uele;
zonesante;itebero;Itebero;nord kivu;
zonesante;itombwe;Itombwe;sud kivu;
zonesante;jiba;Jiba;ituri;
zonesante;kabalo;Kabalo;tanganyika;
zonesante;kabambare;Kabambare;maniema;
zonesante;kabare;Kabare;sud kivu;
zonesante;kabeya kamwanga;Kabeya Kamwanga;kasai oriental;
zonesante;kabinda;Kabinda;lomami;
zonesante;kabondo;Kabondo;tshopo;
zonesante;kabondo dianda;Kabondo Dianda;haut lomami;
zonesante;kabongo;Kabongo;haut lomami;
zonesante;kadutu;Kadutu;sud kivu;
zonesante;kafakumba;Kafakumba;lualaba;
zonesante;kafubu;Kafubu;haut katanga;
zonesante;kahemba;Kahemba;kwango;
zonesante;kailo;Kailo;maniema;
zonesante;kajiji;Kajiji;kwango;
zonesante;kakenge;Kakenge;kasai;
zonesante;kalamba;Kalamba;lualaba;
zonesante;kalambayi kabanga;Kalambayi Kabanga;lomami;
zonesante;kalamu 1;Kalamu 1;kinshasa;
zonesante;kalamu 2;Kalamu 2;kinshasa;
zonesante;kalehe;Kalehe;sud kivu;
zonesante;kalemie;Kalemie;tanganyika;
zonesante;kalenda;Kalenda;lomami;
zonesante;kalima;Kalima;maniema;
zonesante;kalole;Kalole;sud kivu;
zonesante;kalomba;Kalomba;kasai central;
zonesante;kalonda est;Kalonda Est;lomami;
zonesante;kalonda ouest;Kalonda Ouest;kasai;
zonesante;kalonge;Kalonge;sud kivu;
zonesante;kalunguta;Kalunguta;nord kivu;
zonesante;kamalondo;Kamalondo;haut katanga;
zonesante;kamana;Kamana;lomami;
zonesante;kamango;Kamango;nord kivu;
zonesante;kambala;Kambala;ituri;
zonesante;kambove;Kambove;haut katanga;
zonesante;kamiji;Kamiji;lomami;
zonesante;kamina;Kamina;haut lomami;
zonesante;kamituga;Kamituga;sud kivu;
zonesante;kamonia;Kamonia;kasai;
zonesante;kampemba;Kampemba;haut katanga;
zonesante;kampene;Kampene;maniema;
zonesante;kamwesha;Kamwesha;kasai;
zonesante;kananga;Kananga;kasai central;
zonesante;kanda kanda;Kanda Kanda;lomami;
zonesante;kangu;Kangu;kongo central;
zonesante;kaniama;Kaniama;haut lomami;
zonesante;kaniola;Kaniola;sud kivu;
zonesante;kansele;Kansele;kasai oriental;
zonesante;kansimba;Kansimba;tanganyika;
zonesante;kanzala;Kanzala;kasai;
zonesante;kanzenze;Kanzenze;lualaba;
zonesante;kapanga;Kapanga;lualaba;
zonesante;kapolowe;Kapolowe;haut katanga;
zonesante;karawa;Karawa;nord ubangi;
zonesante;karisimbi;Karisimbi;nord kivu;
zonesante;kasa vubu;Kasa Vubu;kinshasa;
zonesante;kasaji;Kasaji;lualaba;
zonesante;kasansa;Kasansa;kasai oriental;
zonesante;kasenga;Kasenga;haut katanga;
zonesante;kashobwe;Kashobwe;haut katanga;
zonesante;kasongo;Kasongo;maniema;
zonesante;kasongo lunda;Kasongo Lunda;kwango;
zonesante;katako kombe;Katako Kombe;sankuru;
zonesante;katana;Katana;sud kivu;
zonesante;katende;Katende;kasai central;
zonesante;katoka;Katoka;kasai central;
zonesante;katuba;Katuba;haut katanga;
zonesante;katwa;Katwa;nord kivu;
zonesante;kayamba;Kayamba;haut lomami;
zonesante;kayna;Kayna;nord kivu;
zonesante;kaziba;Kaziba;sud kivu;
zonesante;kenge;Kenge;kwango;
zonesante;kenya;Kenya;haut katanga;
zonesante;kiambi;Kiambi;tanganyika;
zonesante;kibirizi;Kibirizi;nord kivu;
zonesante;kibombo;Kibombo;maniema;
zonesante;kibua;Kibua;nord kivu;
zonesante;kibunzi;Kibunzi;kongo central;
zonesante;kikimi;Kikimi;kinshasa;
zonesante;kikongo;Kikongo;kwilu;
zonesante;kikula;Kikula;haut katanga;
zonesante;kikwit nord;Kikwit Nord;kwilu;
zonesante;kikwit sud;Kikwit Sud;kwilu;
zonesante;kilela balanda;Kilela Balanda;haut katanga;
zonesante;kilo;Kilo;ituri;
zonesante;kilwa;Kilwa;haut katanga;
zonesante;kimbanseke;Kimbanseke;kinshasa;
zonesante;kimbao;Kimbao;kwango;
zonesante;kimbi lulenge;Kimbi Lulenge;sud kivu;
zonesante;kimpangu;Kimpangu;kongo central;
zonesante;kimpese;Kimpese;kongo central;
zonesante;kimputu;Kimputu;kwilu;
zonesante;kimvula;Kimvula;kongo central;
zonesante;kinda;Kinda;haut lomami;
zonesante;kindu;Kindu;maniema;
zonesante;kingabwa;Kingabwa;kinshasa;
zonesante;kingandu;Kingandu;kwilu;
zonesante;kingasani;Kingasani;kinshasa;
zonesante;kinkondja;Kinkondja;haut lomami;
zonesante;kinkonzi;Kinkonzi;kongo central;
zonesante;kinshasa;Kinshasa;kinshasa;
zonesante;kintambo;Kintambo;kinshasa;
zonesante;kipushi;Kipushi;haut katanga;
zonesante;kiri;Kiri;mai ndombe;
zonesante;kirotshe;Kirotshe;nord kivu;
zonesante;kisanga;Kisanga;haut katanga;
zonesante;kisanji;Kisanji;kwango;
zonesante;kisantu;Kisantu;kongo central;
zonesante;kisenso;Kisenso;kinshasa;
zonesante;kitangwa;Kitangwa;kasai;
zonesante;kitenda;Kitenda;kwango;
zonesante;kitenge;Kitenge;haut lomami;
zonesante;kitona;Kitona;kongo central;
zonesante;kitutu;Kitutu;sud kivu;
zonesante;kizu;Kizu;kongo central;
zonesante;kokolo;Kokolo;kinshasa;
zonesante;kole;Kole;sankuru;
zonesante;komanda;Komanda;ituri;
zonesante;kongolo;Kongolo;tanganyika;
zonesante;koshibanda;Koshibanda;kwilu;
zonesante;kowe;Kowe;haut katanga;
zonesante;kuimba;Kuimba;kongo central;
zonesante;kunda;Kunda;maniema;
zonesante;kungu;Kungu;sud ubangi;
zonesante;kwamouth;Kwamouth;mai ndombe;
zonesante;kwilu ngongo;Kwilu Ngongo;kongo central;
zonesante;kyondo;Kyondo;nord kivu;
zonesante;laybo;Laybo;ituri;
zonesante;lemba;Lemba;kinshasa;
zonesante;lemera;Lemera;sud kivu;
zonesante;libenge;Libenge;sud ubangi;
zonesante;likasi;Likasi;haut katanga;
zonesante;likati;Likati;bas uele;
zonesante;lilanga bobangi;Lilanga Bobangi;equateur;
zonesante;limete;Limete;kinshasa;
zonesante;linga;Linga;ituri;
zonesante;lingomo;Lingomo;tshuapa;
zonesante;lingwala;Lingwala;kinshasa;
zonesante;lisala;Lisala;mongala;
zonesante;lita;Lita;ituri;
zonesante;lodja;Lodja;sankuru;
zonesante;logo;Logo;ituri;
zonesante;loko;Loko;nord ubangi;
zonesante;lolo;Lolo;mongala;
zonesante;lolwa;Lolwa;ituri;
zonesante;lomela;Lomela;sankuru;
zonesante;lotumbe;Lotumbe;equateur;
zonesante;lowa;Lowa;tshopo;
zonesante;lualaba;Lualaba;lualaba;
zonesante;luambo;Luambo;kasai central;
zonesante;lubao;Lubao;lomami;
zonesante;lubero;Lubero;nord kivu;
zonesante;lubilanji;Lubilanji;kasai oriental;
zonesante;lubondaie;Lubondaie;kasai central;
zonesante;lubudi;Lubudi;lualaba;
zonesante;lubumbashi;Lubumbashi;haut katanga;
zonesante;lubunga;Lubunga;kasai central;
zonesante;lubutu;Lubutu;maniema;
zonesante;ludimbi lukula;Ludimbi Lukula;lomami;
zonesante;luebo;Luebo;kasai;
zonesante;luiza;Luiza;kasai central;
zonesante;lukafu;Lukafu;haut katanga;
zonesante;lukelenge;Lukelenge;kasai oriental;
zonesante;lukolela;Lukolela;equateur;
zonesante;lukonga;Lukonga;kasai central;
zonesante;lukula;Lukula;kongo central;
zonesante;lulingu;Lulingu;sud kivu;
zonesante;luozi;Luozi;kongo central;
zonesante;luputa;Luputa;lomami;
zonesante;lusambo;Lusambo;sankuru;
zonesante;lusanga;Lusanga;kwilu;
zonesante;lusangi;Lusangi;maniema;
zonesante;lwamba;Lwamba;haut lomami;
zonesante;mabalako;Mabalako;nord kivu;
zonesante;mahagi;Mahagi;ituri;
zonesante;makala;Makala;kinshasa;
zonesante;makanza;Makanza;equateur;
zonesante;makiso kisangani;Makiso Kisangani;tshopo;
zonesante;makoro;Makoro;haut uele;
zonesante;makota;Makota;lomami;
zonesante;malemba nkulu;Malemba Nkulu;haut lomami;
zonesante;maluku 1;Maluku 1;kinshasa;
zonesante;maluku 2;Maluku 2;kinshasa;
zonesante;mambasa;Mambasa;ituri;
zonesante;mampoko;Mampoko;equateur;
zonesante;mandima;Mandima;ituri;
zonesante;mangala;Mangala;ituri;
zonesante;mangembo;Mangembo;kongo central;
zonesante;mangobo;Mangobo;tshopo;
zonesante;manguredjipa;Manguredjipa;nord kivu;
zonesante;manika;Manika;lualaba;
zonesante;manono;Manono;tanganyika;
zonesante;masereka;Masereka;nord kivu;
zonesante;masi manimba;Masi Manimba;kwilu;
zonesante;masina 1;Masina 1;kinshasa;
zonesante;masina 2;Masina 2;kinshasa;
zonesante;masisi;Masisi;nord kivu;
zonesante;massa;Massa;kongo central;
zonesante;masuika;Masuika;kasai central;
zonesante;matadi;Matadi;kongo central;
zonesante;matete;Matete;kinshasa;
zonesante;mawuya;Mawuya;sud ubangi;
zonesante;mbandaka;Mbandaka;equateur;
zonesante;mbanza ngungu;Mbanza Ngungu;kongo central;
zonesante;mbaya;Mbaya;sud ubangi;
zonesante;mbulula;Mbulula;tanganyika;
zonesante;miabi;Miabi;kasai oriental;
zonesante;mikalayi;Mikalayi;kasai central;
zonesante;mikope;Mikope;kasai;
zonesante;mimia;Mimia;mai ndombe;
zonesante;minembwe;Minembwe;sud kivu;
zonesante;minga;Minga;sankuru;
zonesante;minova;Minova;sud kivu;
zonesante;miti murhesa;Miti Murhesa;sud kivu;
zonesante;mitwaba;Mitwaba;haut katanga;
zonesante;moanza;Moanza;kwilu;
zonesante;moba;Moba;tanganyika;
zonesante;mobayi mbongo;Mobayi Mbongo;nord ubangi;
zonesante;mokala;Mokala;kwilu;
zonesante;mompono;Mompono;tshuapa;
zonesante;mondombe;Mondombe;tshuapa;
zonesante;monga;Monga;bas uele;
zonesante;mongbwalu;Mongbwalu;ituri;
zonesante;monieka;Monieka;equateur;
zonesante;monkoto;Monkoto;tshuapa;
zonesante;mont ngafula 1;Mont Ngafula 1;kinshasa;
zonesante;mont ngafula 2;Mont Ngafula 2;kinshasa;
zonesante;mosango;Mosango;kwilu;
zonesante;mpokolo;Mpokolo;kasai oriental;
zonesante;muanda;Muanda;kongo central;
zonesante;mubumbano;Mubumbano;sud kivu;
zonesante;muetshi;Muetshi;kasai central;
zonesante;mufunga;Mufunga;haut katanga;
zonesante;mukanga;Mukanga;haut lomami;
zonesante;mukedi;Mukedi;kwilu;
zonesante;mukumbi;Mukumbi;kasai oriental;
zonesante;mulongo;Mulongo;haut lomami;
zonesante;mulumba;Mulumba;lomami;
zonesante;mulungu;Mulungu;sud kivu;
zonesante;mumbunda;Mumbunda;haut katanga;
zonesante;mungindu;Mungindu;kwilu;
zonesante;mushenge;Mushenge;kasai;
zonesante;mushie;Mushie;mai ndombe;
zonesante;musienene;Musienene;nord kivu;
zonesante;mutena;Mutena;kasai;
zonesante;mutoto;Mutoto;kasai central;
zonesante;mutshatsha;Mutshatsha;lualaba;
zonesante;mutwanga;Mutwanga;nord kivu;
zonesante;muya;Muya;kasai oriental;
zonesante;mwana;Mwana;sud kivu;
zonesante;mweka;Mweka;kasai;
zonesante;mwela lembwa;Mwela Lembwa;kwango;
zonesante;mweneditu;Mweneditu;lomami;
zonesante;mwenga;Mwenga;sud kivu;
zonesante;mweso;Mweso;nord kivu;
zonesante;ndage;Ndage;sud ubangi;
zonesante;ndekesha;Ndekesha;kasai central;
zonesante;ndesha;Ndesha;kasai central;
zonesante;ndjili;Ndjili;kinshasa;
zonesante;ndjoko mpunda;Ndjoko Mpunda;kasai;
zonesante;ngaba;Ngaba;kinshasa;
zonesante;ngandajika;NGandajika;lomami;
zonesante;ngidinga;Ngidinga;kongo central;
zonesante;ngiri ngiri;Ngiri Ngiri;kinshasa;
zonesante;nia nia;Nia Nia;ituri;
zonesante;niangara;Niangara;haut uele;
zonesante;nioki;Nioki;mai ndombe;
zonesante;nizi;Nizi;ituri;
zonesante;nsele;Nsele;kinshasa;
zonesante;nselo;Nselo;kongo central;
zonesante;nsona mpangu;Nsona Mpangu;kongo central;
zonesante;ntandembelo;Ntandembelo;mai ndombe;
zonesante;ntondo;Ntondo;equateur;
zonesante;nundu;Nundu;sud kivu;
zonesante;nyanga;Nyanga;kasai;
zonesante;nyangezi;Nyangezi;sud kivu;
zonesante;nyankunde;Nyankunde;ituri;
zonesante;nyantende;Nyantende;sud kivu;
zonesante;nyarambe;Nyarambe;ituri;
zonesante;nyemba;Nyemba;tanganyika;
zonesante;nyiragongo;Nyiragongo;nord kivu;
zonesante;nyunzu;Nyunzu;tanganyika;
zonesante;nzaba;Nzaba;kasai oriental;
zonesante;nzanza;Nzanza;kongo central;
zonesante;obokote;Obokote;maniema;
zonesante;oicha;Oicha;nord kivu;
zonesante;omendjadi;Omendjadi;sankuru;
zonesante;opala;Opala;tshopo;
zonesante;opienge;Opienge;tshopo;
zonesante;oshwe;Oshwe;mai ndombe;
zonesante;ototo;Ototo;sankuru;
zonesante;panda;Panda;haut katanga;
zonesante;pangi;Pangi;maniema;
zonesante;pania mutombo;Pania Mutombo;sankuru;
zonesante;panzi;Panzi;kwango;
zonesante;pawa;Pawa;haut uele;
zonesante;pay kongila;Pay Kongila;kwilu;
zonesante;pendjwa;Pendjwa;mai ndombe;
zonesante;pimu;Pimu;mongala;
zonesante;pinga;Pinga;nord kivu;
zonesante;poko;Poko;bas uele;
zonesante;police;Police;kinshasa;
zonesante;popokabaka;Popokabaka;kwango;
zonesante;punia;Punia;maniema;
zonesante;pweto;Pweto;haut katanga;
zonesante;rethy;Rethy;ituri;
zonesante;rimba;Rimba;ituri;
zonesante;ruashi;Ruashi;haut katanga;
zonesante;rungu;Rungu;haut uele;
zonesante;rutshuru;Rutshuru;nord kivu;
zonesante;ruzizi;Ruzizi;sud kivu;
zonesante;rwampara;Rwampara;ituri;
zonesante;rwanguba;Rwanguba;nord kivu;
zonesante;sakania;Sakania;haut katanga;
zonesante;samba;Samba;maniema;
zonesante;sandoa;Sandoa;lualaba;
zonesante;saramabila;Saramabila;maniema;
zonesante;seke banza;Seke Banza;kongo central;
zonesante;selembao;Selembao;kinshasa;
zonesante;shabunda;Shabunda;sud kivu;
zonesante;sia;Sia;kwilu;
zonesante;sona bata;Sona Bata;kongo central;
zonesante;songa;Songa;haut lomami;
zonesante;tandala;Tandala;sud ubangi;
zonesante;tchomia;Tchomia;ituri;
zonesante;tembo;Tembo;kwango;
zonesante;titule;Titule;bas uele;
zonesante;tshamilemba;Tshamilemba;haut katanga;
zonesante;tshela;Tshela;kongo central;
zonesante;tshibala;Tshibala;kasai central;
zonesante;tshikaji;Tshikaji;kasai central;
zonesante;tshikapa;Tshikapa;kasai;
zonesante;tshikula;Tshikula;kasai central;
zonesante;tshilenge;Tshilenge;kasai oriental;
zonesante;tshishimbi;Tshishimbi;kasai oriental;
zonesante;tshofa;Tshofa;lomami;
zonesante;tshopo;Tshopo;tshopo;
zonesante;tshudi loto;Tshudi Loto;sankuru;
zonesante;tshumbe;Tshumbe;sankuru;
zonesante;tunda;Tunda;maniema;
zonesante;ubundu;Ubundu;tshopo;
zonesante;uvira;Uvira;sud kivu;
zonesante;vaku;Vaku;kongo central;
zonesante;vanga;Vanga;kwilu;
zonesante;vanga kete;Vanga Kete;sankuru;
zonesante;vangu;Vangu;haut katanga;
zonesante;viadana;Viadana;bas uele;
zonesante;vuhovi;Vuhovi;nord kivu;
zonesante;walikale;Walikale;nord kivu;
zonesante;walungu;Walungu;sud kivu;
zonesante;wamba;Wamba;haut uele;
zonesante;wamba lwadi;Wamba Lwadi;kwango;
zonesante;wangata;Wangata;equateur;
zonesante;wanierukula;Wanierukula;tshopo;
zonesante;wapinda;Wapinda;nord ubangi;
zonesante;wasolo;Wasolo;nord ubangi;
zonesante;watsa;Watsa;haut uele;
zonesante;wema;Wema;tshuapa;
zonesante;wembo nyama;Wembo Nyama;sankuru;
zonesante;wikong;Wikong;lomami;
zonesante;yabaondo;Yabaondo;tshopo;
zonesante;yahisuli;Yahisuli;tshopo;
zonesante;yahuma;Yahuma;tshopo;
zonesante;yakoma;Yakoma;nord ubangi;
zonesante;yakusu;Yakusu;tshopo;
zonesante;yaleko;Yaleko;tshopo;
zonesante;yalifafu;Yalifafu;tshuapa;
zonesante;yalimbongo;Yalimbongo;tshopo;
zonesante;yamaluka;Yamaluka;mongala;
zonesante;yambuku;Yambuku;mongala;
zonesante;yamongili;Yamongili;mongala;
zonesante;yangala;Yangala;kasai central;
zonesante;yasa bonga;Yasa Bonga;kwilu;
zonesante;yumbi;Yumbi;mai ndombe;
zonesante;zongo;Zongo;sud ubangi;
airesante;aboso;Aboso;bas uele;aketi
airesante;ahaupa;Ahaupa;bas uele;aketi
airesante;andea;Andea;bas uele;aketi
airesante;boganga;Boganga;bas uele;aketi
airesante;bombongolo;Bombongolo;bas uele;aketi
airesante;bondunga;Bondunga;bas uele;aketi
airesante;bonzengo;Bonzengo;bas uele;aketi
airesante;bunduki;Bunduki;bas uele;aketi
airesante;dulia;Dulia;bas uele;aketi
airesante;itimbiri;Itimbiri;bas uele;aketi
airesante;makoko;Makoko;bas uele;aketi
airesante;mangindanginda;Mangindanginda;bas uele;aketi
airesante;mangindanginda;Mangindanginda;bas uele;aketi
airesante;mombwasa;Mombwasa;bas uele;aketi
airesante;mangindanginda;Mangindanginda;bas uele;aketi
airesante;ngbongade;Ngbongade;bas uele;aketi
airesante;ngombo;Ngombo;bas uele;aketi
airesante;pesana;Pesana;bas uele;aketi
airesante;wela;Wela;bas uele;aketi
airesante;mboti;Mboti;bas uele;ango
airesante;api;Api;bas uele;ango
airesante;assa;Assa;bas uele;ango
airesante;baepulu;Baepulu;bas uele;ango
airesante;banda;Banda;bas uele;ango
airesante;bandueli;Bandueli;bas uele;ango
airesante;bayule;Bayule;bas uele;ango
airesante;bokoyo;Bokoyo;bas uele;ango
airesante;buye;Buye;bas uele;ango
airesante;dakwa;Dakwa;bas uele;ango
airesante;digba;Digba;bas uele;ango
airesante;disolo;Disolo;bas uele;ango
airesante;ebale;Ebale;bas uele;ango
airesante;mainika;Mainika;bas uele;ango
airesante;makpoyo;Makpoyo;bas uele;ango
airesante;mbabi;Mbabi;bas uele;ango
airesante;mbibili;Mbibili;bas uele;ango
airesante;mboti;Mboti;bas uele;ango
airesante;mugalie;Mugalie;bas uele;ango
airesante;ndamana;Ndamana;bas uele;ango
airesante;samungu;Samungu;bas uele;ango
airesante;sangwa;Sangwa;bas uele;ango
airesante;yassa;Yassa;bas uele;ango
airesante;zamoy;Zamoy;bas uele;ango
airesante;api 2;Api 2;bas uele;bili
airesante;bambilo;Bambilo;bas uele;bili
airesante;basokpio;Basokpio;bas uele;bili
airesante;bika;Bika;bas uele;bili
airesante;mumbu;Mumbu;bas uele;bili
airesante;bulumasi;Bulumasi;bas uele;bili
airesante;dumobata;Dumobata;bas uele;bili
airesante;gitalio;Gitalio;bas uele;bili
airesante;gumbu;Gumbu;bas uele;bili
airesante;mangoli;Mangoli;bas uele;bili
airesante;mumbu;Mumbu;bas uele;bili
airesante;roa;Roa;bas uele;bili
airesante;baye;Baye;bas uele;bondo
airesante;panzaka;Panzaka;bas uele;bondo
airesante;dekere;Dekere;bas uele;bondo
airesante;dengu;Dengu;bas uele;bondo
airesante;efolu;Efolu;bas uele;bondo
airesante;eganda;Eganda;bas uele;bondo
airesante;gatanga;Gatanga;bas uele;bondo
airesante;kpakana;Kpakana;bas uele;bondo
airesante;kule;Kule;bas uele;bondo
airesante;ntongo etani;Ntongo Etani;bas uele;bondo
airesante;panzaka;Panzaka;bas uele;bondo
airesante;sasa;Sasa;bas uele;bondo
airesante;tomibikisa;Tomibikisa;bas uele;bondo
airesante;yakpa;Yakpa;bas uele;bondo
airesante;bale;Bale;bas uele;buta
airesante;bamaria;Bamaria;bas uele;buta
airesante;bomea;Bomea;bas uele;buta
airesante;rubi;Rubi;bas uele;buta
airesante;koteli;Koteli;bas uele;buta
airesante;makala;Makala;bas uele;buta
airesante;malikuta;Malikuta;bas uele;buta
